Player,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 31,Avg FPTS
t.j mcconnell,2019-20,27.0,IND,NBA,PG,71.0,3.0,18.7,3.0,5.8,0.516,0.1,0.2,0.294,2.9,5.5,0.525,0.522,0.5,0.6,0.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,,20.6
t.j mcconnell,2020-21,28.0,IND,NBA,PG,69.0,3.0,26.0,4.0,7.1,0.559,0.2,0.7,0.313,3.8,6.4,0.586,0.574,0.5,0.7,0.688,0.8,2.9,3.7,6.6,1.9,0.3,2.0,1.6,8.6,,31.2
t.j mcconnell,2021-22,29.0,IND,NBA,PG,27.0,8.0,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,,25.3
t.j mcconnell,2022-23,30.0,IND,NBA,PG,75.0,6.0,20.3,3.8,6.9,0.543,0.3,0.8,0.441,3.4,6.2,0.556,0.568,0.8,0.9,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,1.4,8.7,,24.3
t.j mcconnell,2023-24,31.0,IND,NBA,PG,71.0,4.0,18.2,4.6,8.4,0.556,0.3,0.6,0.409,4.4,7.7,0.568,0.572,0.7,0.9,0.79,0.5,2.2,2.7,5.5,1.0,0.1,1.5,1.1,10.2,,26.2
aaron nesmith,2020-21,21.0,BOS,NBA,SF,46.0,1.0,14.5,1.7,3.9,0.438,0.9,2.3,0.37,0.8,1.5,0.543,0.551,0.5,0.6,0.786,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,4.7,,9.8
aaron nesmith,2021-22,22.0,BOS,NBA,SF,52.0,3.0,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,,6.9
aaron nesmith,2022-23,23.0,IND,NBA,SF,73.0,60.0,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,,19.9
aaron nesmith,2023-24,24.0,IND,NBA,SF,72.0,47.0,27.7,4.4,8.8,0.496,1.9,4.6,0.419,2.4,4.2,0.581,0.606,1.5,1.9,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,,25.1
ben sheppard,2023-24,22.0,IND,NBA,SG,57.0,1.0,14.3,1.6,4.0,0.393,0.9,2.7,0.314,0.7,1.3,0.562,0.5,0.4,0.5,0.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4,,9.6
jarace walker,2023-24,20.0,IND,NBA,PF,33.0,0.0,10.3,1.4,3.3,0.409,0.7,1.7,0.4,0.7,1.7,0.418,0.509,0.2,0.3,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6,,10.2
myles turner,2015-16,19.0,IND,NBA,C,60.0,30.0,22.8,4.4,8.8,0.498,0.1,0.2,0.214,4.4,8.6,0.506,0.501,1.5,2.0,0.727,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3,,21.8
myles turner,2016-17,20.0,IND,NBA,C,81.0,81.0,31.4,5.5,10.7,0.511,0.5,1.4,0.348,5.0,9.3,0.536,0.534,3.0,3.7,0.809,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,14.5,,33.9
myles turner,2017-18,21.0,IND,NBA,C,65.0,62.0,28.2,4.7,9.8,0.479,0.9,2.4,0.357,3.8,7.4,0.519,0.523,2.5,3.2,0.777,1.4,5.0,6.4,1.3,0.6,1.8,1.5,2.9,12.7,,28.1
myles turner,2018-19,22.0,IND,NBA,C,74.0,74.0,28.6,5.1,10.5,0.487,1.0,2.6,0.388,4.1,7.9,0.521,0.536,2.0,2.7,0.736,1.4,5.8,7.2,1.6,0.8,2.7,1.4,2.6,13.3,,34.9
myles turner,2019-20,23.0,IND,NBA,C,62.0,62.0,29.5,4.3,9.5,0.457,1.4,4.0,0.344,2.9,5.4,0.54,0.53,2.0,2.7,0.751,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7,12.1,,29.3
myles turner,2020-21,24.0,IND,NBA,C,47.0,47.0,31.0,4.4,9.2,0.477,1.5,4.4,0.335,2.9,4.8,0.606,0.557,2.4,3.0,0.782,1.3,5.2,6.5,1.0,0.9,3.4,1.4,3.5,12.6,,36.0
myles turner,2021-22,25.0,IND,NBA,C,42.0,42.0,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5.0,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9,,34.5
myles turner,2022-23,26.0,IND,NBA,C,62.0,62.0,29.4,6.5,11.8,0.548,1.5,4.0,0.373,5.0,7.8,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,,38.2
myles turner,2023-24,27.0,IND,NBA,C,77.0,77.0,27.0,6.2,11.8,0.524,1.5,4.2,0.358,4.7,7.6,0.615,0.587,3.2,4.1,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3.0,17.1,,34.6
andrew nembhard,2022-23,23.0,IND,NBA,SG,75.0,63.0,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,,22.3
andrew nembhard,2023-24,24.0,IND,NBA,PG,68.0,47.0,25.0,3.8,7.7,0.498,0.9,2.5,0.357,2.9,5.2,0.567,0.557,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,9.2,,21.2
bennedict mathurin,2022-23,20.0,IND,NBA,SG,78.0,17.0,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.0,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,,21.9
bennedict mathurin,2023-24,21.0,IND,NBA,SF,59.0,19.0,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.7,7.6,0.481,0.507,3.1,3.8,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,2.0,14.5,,22.0
isaiah jackson,2021-22,20.0,IND,NBA,C,36.0,15.0,15.0,3.2,5.7,0.563,0.1,0.4,0.313,3.1,5.3,0.584,0.575,1.7,2.4,0.682,1.7,2.5,4.1,0.3,0.7,1.4,1.1,2.6,8.3,,19.3
isaiah jackson,2022-23,21.0,IND,NBA,C,63.0,12.0,16.5,2.8,5.0,0.563,0.0,0.2,0.143,2.8,4.8,0.582,0.566,1.5,2.3,0.651,1.8,2.7,4.5,0.8,0.5,1.5,0.8,2.4,7.2,,19.5
isaiah jackson,2023-24,22.0,IND,NBA,C,59.0,3.0,13.1,2.6,3.9,0.665,0.0,0.1,0.0,2.6,3.9,0.677,0.665,1.2,1.7,0.716,1.6,2.4,4.0,0.8,0.6,1.0,0.7,2.3,6.5,,17.9
joel embiid,2016-17,22.0,PHI,NBA,C,31.0,31.0,25.4,6.5,13.8,0.466,1.2,3.2,0.367,5.3,10.7,0.495,0.508,6.2,7.9,0.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,,36.9
joel embiid,2017-18,23.0,PHI,NBA,C,63.0,63.0,30.3,8.1,16.8,0.483,1.0,3.4,0.308,7.0,13.4,0.527,0.514,5.7,7.4,0.769,2.3,8.7,11.0,3.2,0.6,1.8,3.7,3.3,22.9,,41.2
joel embiid,2018-19,24.0,PHI,NBA,C,64.0,64.0,33.7,9.1,18.7,0.484,1.2,4.1,0.3,7.8,14.6,0.535,0.517,8.2,10.1,0.804,2.5,11.1,13.6,3.7,0.7,1.9,3.5,3.3,27.5,,50.7
joel embiid,2019-20,25.0,PHI,NBA,C,51.0,51.0,29.5,7.5,15.7,0.477,1.1,3.4,0.331,6.4,12.3,0.517,0.512,6.9,8.5,0.807,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4,23.0,,42.0
joel embiid,2020-21,26.0,PHI,NBA,C,51.0,51.0,31.1,9.0,17.6,0.513,1.1,3.0,0.377,7.9,14.6,0.541,0.545,9.2,10.7,0.859,2.2,8.4,10.6,2.8,1.0,1.4,3.1,2.4,28.5,,48.1
joel embiid,2021-22,27.0,PHI,NBA,C,68.0,68.0,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,,54.1
joel embiid,2022-23,28.0,PHI,NBA,C,66.0,66.0,34.6,11.0,20.1,0.548,1.0,3.0,0.33,10.0,17.1,0.587,0.573,10.0,11.7,0.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1,,56.9
joel embiid,2023-24,29.0,PHI,NBA,C,39.0,39.0,33.6,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,0.561,10.2,11.6,0.883,2.4,8.6,11.0,5.6,1.2,1.7,3.8,2.9,34.7,,62.1
ricky council iv,2023-24,22.0,PHI,NBA,SG,32.0,0.0,9.0,1.7,3.5,0.482,0.4,1.0,0.375,1.3,2.5,0.525,0.536,1.7,2.2,0.746,0.4,1.0,1.4,0.5,0.3,0.0,0.2,0.5,5.4,,8.4
tyrese maxey,2020-21,20.0,PHI,NBA,SG,61.0,8.0,15.3,3.2,7.0,0.462,0.5,1.7,0.301,2.7,5.3,0.512,0.498,1.0,1.1,0.871,0.2,1.5,1.7,2.0,0.4,0.2,0.7,1.3,8.0,,14.5
tyrese maxey,2021-22,21.0,PHI,NBA,PG,75.0,74.0,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,,32.1
tyrese maxey,2022-23,22.0,PHI,NBA,SG,60.0,41.0,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,,32.7
tyrese maxey,2023-24,23.0,PHI,NBA,PG,70.0,70.0,37.5,9.1,20.3,0.45,3.0,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,,44.8
kelly oubre jr,2015-16,20.0,WAS,NBA,SF,63.0,9.0,10.7,1.4,3.3,0.427,0.4,1.3,0.316,1.0,2.1,0.492,0.486,0.5,0.8,0.633,0.4,1.7,2.1,0.2,0.3,0.1,0.5,1.6,3.7,,6.4
kelly oubre jr,2016-17,21.0,WAS,NBA,SF,79.0,5.0,20.3,2.4,5.6,0.421,0.7,2.4,0.287,1.7,3.2,0.52,0.482,0.9,1.3,0.758,0.8,2.5,3.3,0.6,0.7,0.2,0.6,2.5,6.3,,12.7
kelly oubre jr,2017-18,22.0,WAS,NBA,SF,81.0,11.0,27.5,3.9,9.8,0.403,1.6,4.6,0.341,2.4,5.2,0.456,0.482,2.4,2.9,0.82,0.7,3.8,4.5,1.2,1.0,0.4,1.1,2.9,11.8,,21.2
kelly oubre jr,2018-19,23.0,TOT,NBA,SF,69.0,19.0,28.0,5.4,12.2,0.445,1.6,4.9,0.32,3.9,7.3,0.53,0.51,2.7,3.5,0.775,1.0,3.7,4.7,1.2,1.2,0.9,1.5,2.6,15.2,,27.1
kelly oubre jr,2019-20,24.0,PHO,NBA,SF,56.0,55.0,34.5,6.7,14.8,0.452,1.9,5.5,0.352,4.7,9.3,0.511,0.517,3.4,4.4,0.78,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7,,32.6
kelly oubre jr,2020-21,25.0,GSW,NBA,SF,55.0,50.0,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8.0,0.519,0.501,2.2,3.2,0.695,1.5,4.5,6.0,1.3,1.0,0.8,1.3,2.2,15.4,,27.6
kelly oubre jr,2021-22,26.0,CHO,NBA,SF,76.0,13.0,26.3,5.4,12.3,0.44,2.5,7.3,0.345,2.9,5.0,0.578,0.542,1.7,2.5,0.667,1.0,2.9,4.0,1.1,1.0,0.4,0.9,2.5,15.0,,25.2
kelly oubre jr,2022-23,27.0,CHO,NBA,SF,48.0,40.0,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10.0,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,,31.3
kelly oubre jr,2023-24,28.0,PHI,NBA,SF,68.0,52.0,30.2,5.7,12.9,0.441,1.5,4.8,0.311,4.2,8.1,0.517,0.498,2.6,3.4,0.75,1.4,3.6,5.0,1.5,1.1,0.7,1.3,2.9,15.4,,27.2
andre drummond,2012-13,19.0,DET,NBA,C,60.0,10.0,20.7,3.5,5.7,0.608,0.0,0.0,0.5,3.5,5.7,0.609,0.61,1.0,2.7,0.371,2.8,4.8,7.6,0.5,1.0,1.6,1.0,2.4,7.9,,24.5
andre drummond,2013-14,20.0,DET,NBA,C,81.0,81.0,32.3,5.9,9.5,0.623,0.0,0.0,0.0,5.9,9.5,0.625,0.623,1.7,4.0,0.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,13.5,,35.9
andre drummond,2014-15,21.0,DET,NBA,C,82.0,82.0,30.5,6.0,11.7,0.514,0.0,0.0,0.0,6.0,11.7,0.515,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,,34.4
andre drummond,2015-16,22.0,DET,NBA,C,81.0,81.0,32.9,6.8,13.1,0.521,0.0,0.1,0.333,6.8,13.0,0.522,0.522,2.6,7.2,0.355,4.9,9.9,14.8,0.8,1.5,1.4,1.9,3.0,16.2,,36.3
andre drummond,2016-17,23.0,DET,NBA,C,81.0,81.0,29.7,6.0,11.2,0.53,0.0,0.1,0.286,5.9,11.2,0.532,0.531,1.7,4.4,0.386,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,,34.3
andre drummond,2017-18,24.0,DET,NBA,C,78.0,78.0,33.7,6.0,11.3,0.529,0.0,0.1,0.0,6.0,11.2,0.536,0.529,3.1,5.1,0.605,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,15.0,,42.9
andre drummond,2018-19,25.0,DET,NBA,C,79.0,79.0,33.5,7.1,13.3,0.533,0.1,0.5,0.132,7.0,12.8,0.548,0.536,3.1,5.2,0.59,5.4,10.2,15.6,1.4,1.7,1.7,2.2,3.4,17.3,,43.8
andre drummond,2019-20,26.0,TOT,NBA,C,57.0,56.0,33.0,7.3,13.8,0.533,0.1,0.6,0.143,7.2,13.1,0.551,0.536,3.0,5.2,0.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5,17.7,,43.8
andre drummond,2020-21,27.0,TOT,NBA,C,46.0,46.0,27.0,6.1,12.4,0.493,0.0,0.2,0.0,6.1,12.3,0.5,0.493,2.7,4.5,0.6,3.6,8.4,12.0,2.0,1.4,1.1,2.7,3.2,14.9,,33.5
andre drummond,2021-22,28.0,TOT,NBA,C,73.0,36.0,19.7,3.4,5.9,0.57,0.0,0.0,0.0,3.4,5.9,0.574,0.57,1.2,2.2,0.524,3.1,6.2,9.3,1.8,1.1,0.9,1.6,2.6,7.9,,25.5
andre drummond,2022-23,29.0,CHI,NBA,C,67.0,0.0,12.7,2.5,4.1,0.606,0.0,0.0,0.0,2.5,4.0,0.613,0.606,1.0,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6.0,,15.8
andre drummond,2023-24,30.0,CHI,NBA,C,79.0,10.0,17.1,3.4,6.1,0.556,0.0,0.0,0.0,3.4,6.0,0.56,0.556,1.6,2.8,0.592,3.4,5.6,9.0,0.5,0.9,0.6,1.0,1.8,8.4,,21.9
paul george,2010-11,20.0,IND,NBA,SG,61.0,19.0,20.7,2.9,6.5,0.453,0.7,2.3,0.297,2.3,4.2,0.537,0.505,1.3,1.7,0.762,0.6,3.1,3.7,1.1,1.0,0.4,1.1,2.1,7.8,,16.7
paul george,2011-12,21.0,IND,NBA,SG,66.0,66.0,29.7,4.3,9.7,0.44,1.4,3.5,0.385,2.9,6.1,0.472,0.51,2.2,2.8,0.802,0.8,4.8,5.6,2.4,1.6,0.6,1.8,2.9,12.1,,27.4
paul george,2012-13,22.0,IND,NBA,SF,79.0,79.0,37.6,6.2,14.9,0.419,2.2,5.9,0.362,4.1,8.9,0.457,0.491,2.8,3.5,0.807,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,,36.0
paul george,2013-14,23.0,IND,NBA,SF,80.0,80.0,36.2,7.2,17.0,0.424,2.3,6.3,0.364,4.9,10.8,0.458,0.49,5.0,5.8,0.864,0.8,6.0,6.8,3.5,1.9,0.3,2.8,2.5,21.7,,37.6
paul george,2014-15,24.0,IND,NBA,SF,6.0,0.0,15.2,3.0,8.2,0.367,1.5,3.7,0.409,1.5,4.5,0.333,0.459,1.3,1.8,0.727,0.7,3.0,3.7,1.0,0.8,0.2,2.0,1.8,8.8,,13.3
paul george,2015-16,25.0,IND,NBA,SF,81.0,81.0,34.8,7.5,17.9,0.418,2.6,7.0,0.371,4.9,10.9,0.447,0.49,5.6,6.5,0.86,1.0,6.0,7.0,4.1,1.9,0.4,3.3,2.8,23.1,,39.7
paul george,2016-17,26.0,IND,NBA,SF,75.0,75.0,35.9,8.3,18.0,0.461,2.6,6.6,0.393,5.7,11.4,0.501,0.534,4.5,5.0,0.898,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,,39.8
paul george,2017-18,27.0,OKC,NBA,SF,79.0,79.0,36.6,7.3,17.0,0.43,3.1,7.7,0.401,4.2,9.3,0.454,0.521,4.3,5.2,0.822,0.9,4.7,5.7,3.3,2.0,0.5,2.7,2.9,21.9,,38.6
paul george,2018-19,28.0,OKC,NBA,SF,77.0,77.0,36.9,9.2,21.0,0.438,3.8,9.8,0.386,5.4,11.1,0.484,0.529,5.9,7.0,0.839,1.4,6.8,8.2,4.1,2.2,0.4,2.7,2.8,28.0,,49.5
paul george,2019-20,29.0,LAC,NBA,SF,48.0,48.0,29.6,7.1,16.3,0.439,3.3,7.9,0.412,3.9,8.4,0.464,0.539,4.0,4.5,0.876,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4,21.5,,37.7
paul george,2020-21,30.0,LAC,NBA,SF,54.0,54.0,33.7,8.2,17.6,0.467,3.2,7.7,0.411,5.1,9.9,0.51,0.557,3.7,4.2,0.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,2.4,23.3,,41.2
paul george,2021-22,31.0,LAC,NBA,PF,31.0,31.0,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,,43.7
paul george,2022-23,32.0,LAC,NBA,SF,56.0,56.0,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,,42.1
paul george,2023-24,33.0,LAC,NBA,PF,74.0,74.0,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,,40.7
caleb martin,2019-20,24.0,CHO,NBA,SF,18.0,1.0,17.6,2.1,4.7,0.44,1.1,2.1,0.541,0.9,2.6,0.362,0.56,0.9,1.2,0.81,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,,14.0
caleb martin,2020-21,25.0,CHO,NBA,SF,53.0,3.0,15.4,1.8,4.8,0.375,0.6,2.4,0.248,1.2,2.5,0.496,0.436,0.8,1.2,0.641,0.6,2.1,2.7,1.3,0.7,0.2,0.6,1.2,5.0,,11.7
caleb martin,2021-22,26.0,MIA,NBA,SF,60.0,12.0,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7,9.2,,20.3
caleb martin,2022-23,27.0,MIA,NBA,SF,71.0,49.0,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,,21.4
caleb martin,2023-24,28.0,MIA,NBA,SF,64.0,23.0,27.4,3.8,8.7,0.431,1.3,3.6,0.349,2.5,5.1,0.489,0.504,1.2,1.5,0.778,1.2,3.2,4.4,2.2,0.7,0.5,1.2,2.0,10.0,,21.1
eric gordon,2008-09,20.0,LAC,NBA,SG,78.0,65.0,34.3,5.3,11.6,0.456,1.7,4.3,0.389,3.6,7.2,0.496,0.529,3.8,4.5,0.854,0.6,2.0,2.6,2.8,1.0,0.4,2.1,2.2,16.1,,25.7
eric gordon,2009-10,21.0,LAC,NBA,SG,62.0,60.0,36.0,5.7,12.6,0.449,1.9,5.2,0.371,3.8,7.5,0.503,0.525,3.6,4.8,0.742,0.4,2.2,2.6,3.0,1.1,0.2,2.3,1.5,16.9,,25.6
eric gordon,2010-11,22.0,LAC,NBA,SG,56.0,56.0,37.7,7.6,16.9,0.45,1.9,5.2,0.364,5.7,11.8,0.488,0.506,5.1,6.2,0.825,0.8,2.1,2.9,4.4,1.3,0.3,2.7,2.1,22.3,,34.1
eric gordon,2011-12,23.0,NOH,NBA,SG,9.0,9.0,34.4,7.0,15.6,0.45,1.1,4.4,0.25,5.9,11.1,0.53,0.486,5.4,7.2,0.754,0.2,2.6,2.8,3.4,1.4,0.4,2.7,2.2,20.6,,29.7
eric gordon,2012-13,24.0,NOH,NBA,SG,42.0,40.0,30.1,5.6,13.9,0.402,1.3,4.1,0.324,4.3,9.8,0.436,0.45,4.5,5.3,0.842,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8,17.0,,22.8
eric gordon,2013-14,25.0,NOP,NBA,SG,64.0,64.0,32.1,5.6,12.8,0.436,1.6,4.0,0.391,4.0,8.7,0.456,0.498,2.7,3.5,0.785,0.5,2.1,2.6,3.3,1.2,0.2,2.1,1.8,15.4,,25.2
eric gordon,2014-15,26.0,NOP,NBA,SG,61.0,60.0,33.1,4.7,11.4,0.411,2.3,5.2,0.448,2.4,6.2,0.38,0.512,1.8,2.2,0.805,0.5,2.1,2.6,3.8,0.8,0.2,2.0,2.4,13.4,,23.5
eric gordon,2015-16,27.0,NOP,NBA,SG,45.0,44.0,32.9,5.1,12.3,0.418,2.5,6.5,0.384,2.6,5.7,0.457,0.521,2.5,2.8,0.888,0.2,2.0,2.2,2.7,1.0,0.3,1.6,2.2,15.2,,24.9
eric gordon,2016-17,28.0,HOU,NBA,SG,75.0,15.0,31.0,5.5,13.5,0.406,3.3,8.8,0.372,2.2,4.7,0.468,0.527,2.0,2.3,0.84,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.2,,25.6
eric gordon,2017-18,29.0,HOU,NBA,SG,69.0,30.0,31.2,6.0,14.1,0.428,3.2,8.8,0.359,2.9,5.2,0.544,0.54,2.8,3.5,0.809,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18.0,,25.5
eric gordon,2018-19,30.0,HOU,NBA,SG,68.0,53.0,31.7,5.6,13.8,0.409,3.2,8.8,0.36,2.5,5.0,0.497,0.525,1.8,2.2,0.783,0.3,1.9,2.2,1.9,0.6,0.4,1.3,2.1,16.2,,23.8
eric gordon,2019-20,31.0,HOU,NBA,SF,36.0,15.0,28.2,4.8,12.9,0.369,2.7,8.4,0.317,2.1,4.4,0.469,0.473,2.3,3.0,0.766,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9,14.4,,19.7
eric gordon,2020-21,32.0,HOU,NBA,SG,27.0,13.0,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8,,25.4
eric gordon,2021-22,33.0,HOU,NBA,SG,57.0,46.0,29.3,4.7,9.9,0.475,2.2,5.3,0.412,2.5,4.6,0.548,0.585,1.8,2.4,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4,,21.3
eric gordon,2022-23,34.0,TOT,NBA,SG,69.0,58.0,28.5,4.2,9.5,0.446,1.9,5.2,0.371,2.3,4.3,0.535,0.547,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,1.1,12.4,,21.1
eric gordon,2023-24,35.0,PHO,NBA,SG,68.0,24.0,27.8,4.0,9.1,0.443,2.2,5.8,0.378,1.8,3.3,0.561,0.565,0.8,0.9,0.797,0.2,1.6,1.8,2.0,1.0,0.4,1.1,1.2,11.0,,21.2
kyle lowry,2006-07,20.0,MEM,NBA,PG,10.0,0.0,17.5,1.4,3.8,0.368,0.3,0.8,0.375,1.1,3.0,0.367,0.408,2.5,2.8,0.893,1.2,1.9,3.1,3.2,1.4,0.1,1.2,2.0,5.6,,17.7
kyle lowry,2007-08,21.0,MEM,NBA,PG,82.0,9.0,25.5,3.1,7.2,0.432,0.4,1.7,0.257,2.7,5.5,0.487,0.463,3.0,4.2,0.698,0.5,2.5,3.0,3.6,1.1,0.3,1.5,2.3,9.6,,20.6
kyle lowry,2008-09,22.0,TOT,NBA,PG,77.0,21.0,21.8,2.5,5.6,0.435,0.3,1.3,0.255,2.1,4.4,0.488,0.464,2.4,2.9,0.801,0.3,2.1,2.5,3.6,0.9,0.2,1.5,1.9,7.6,,17.9
kyle lowry,2009-10,23.0,HOU,NBA,PG,68.0,0.0,24.3,2.7,6.8,0.397,0.5,2.0,0.272,2.2,4.8,0.448,0.436,3.2,3.8,0.827,1.3,2.3,3.6,4.5,0.9,0.1,1.7,2.5,9.1,,20.8
kyle lowry,2010-11,24.0,HOU,NBA,PG,75.0,71.0,34.2,4.6,10.8,0.426,1.7,4.6,0.376,2.9,6.2,0.464,0.506,2.6,3.3,0.765,1.2,2.9,4.1,6.7,1.4,0.3,2.1,2.8,13.5,,33.0
kyle lowry,2011-12,25.0,HOU,NBA,PG,47.0,38.0,32.1,4.5,10.9,0.409,1.7,4.5,0.374,2.8,6.4,0.434,0.486,3.6,4.2,0.864,0.8,3.7,4.5,6.6,1.6,0.3,2.8,2.8,14.3,,33.2
kyle lowry,2012-13,26.0,TOR,NBA,PG,68.0,52.0,29.7,3.7,9.2,0.401,1.5,4.1,0.362,2.2,5.1,0.433,0.482,2.8,3.5,0.795,0.8,3.9,4.7,6.4,1.4,0.4,2.3,3.2,11.6,,30.7
kyle lowry,2013-14,27.0,TOR,NBA,PG,79.0,79.0,36.2,5.8,13.7,0.423,2.4,6.3,0.38,3.4,7.3,0.46,0.511,4.0,4.9,0.813,1.1,3.6,4.7,7.4,1.5,0.2,2.5,3.4,17.9,,38.6
kyle lowry,2014-15,28.0,TOR,NBA,PG,70.0,70.0,34.5,6.1,14.9,0.412,1.9,5.6,0.338,4.3,9.3,0.457,0.476,3.6,4.5,0.808,0.8,3.9,4.7,6.8,1.6,0.2,2.5,3.0,17.8,,36.6
kyle lowry,2015-16,29.0,TOR,NBA,PG,77.0,77.0,37.0,6.6,15.6,0.427,2.8,7.1,0.388,3.9,8.5,0.461,0.516,5.2,6.4,0.811,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,21.2,,42.1
